optimalnumber,probabilityrange,date,department,capacity,probability,day,month
245,0.66827534175116876,28/04/2016,1,100,0.42,4,4
329,0.73566091113263155,28/04/2016,1,135,0.42,4,4
366,0.77654319455925525,28/04/2016,1,150,0.42,4,4
489,0.83070219178189653,28/04/2016,1,200,0.42,4,4
245,0.66827534175116876,29/04/2016,1,100,0.42,5,4
329,0.73566091113263155,29/04/2016,1,135,0.42,5,4
366,0.77654319455925525,29/04/2016,1,150,0.42,5,4
489,0.83070219178189653,29/04/2016,1,200,0.42,5,4
257,0.66013703188490458,30/04/2016,1,100,0.4,6,4
346,0.72749627882342371,30/04/2016,1,135,0.4,6,4
384,0.76859753859151581,30/04/2016,1,150,0.4,6,4
513,0.82344631316495787,30/04/2016,1,200,0.4,6,4
234,0.67668849947613019,02/05/2016,1,100,0.44,1,5
314,0.74402700904137431,02/05/2016,1,135,0.44,1,5
349,0.78454936766841965,02/05/2016,1,150,0.44,1,5
466,0.83809362278537591,02/05/2016,1,200,0.44,1,5
270,0.65209820190088119,03/05/2016,1,100,0.38,2,5
364,0.71965888851313364,03/05/2016,1,135,0.38,2,5
405,0.76091875271355613,03/05/2016,1,150,0.38,2,5
540,0.81629941005183748,03/05/2016,1,200,0.38,2,5
264,0.65600733559733915,04/05/2016,1,100,0.39,3,5
355,0.72348000893189257,04/05/2016,1,135,0.39,3,5
394,0.7647666271641288,04/05/2016,1,150,0.39,3,5
526,0.81984075550824864,04/05/2016,1,200,0.39,3,5
251,0.66412761311133017,05/05/2016,1,100,0.41,4,5
337,0.73156222289101847,05/05/2016,1,135,0.41,4,5
375,0.77257501842092302,05/05/2016,1,150,0.41,4,5
501,0.82702384962330333,05/05/2016,1,200,0.41,4,5
264,0.65600733559733915,06/05/2016,1,100,0.39,5,5
355,0.72348000893189257,06/05/2016,1,135,0.39,5,5
394,0.7647666271641288,06/05/2016,1,150,0.39,5,5
526,0.81984075550824864,06/05/2016,1,200,0.39,5,5
278,0.64832622663182804,07/05/2016,1,100,0.37,6,5
374,0.71577603619748542,07/05/2016,1,135,0.37,6,5
416,0.75713735531986592,07/05/2016,1,150,0.37,6,5
555,0.81276078918394878,07/05/2016,1,200,0.37,6,5
251,0.66412761311133017,09/05/2016,1,100,0.41,1,5
337,0.73156222289101847,09/05/2016,1,135,0.41,1,5
375,0.77257501842092302,09/05/2016,1,150,0.41,1,5
501,0.82702384962330333,09/05/2016,1,200,0.41,1,5
270,0.65209820190088119,10/05/2016,1,100,0.38,2,5
364,0.71965888851313364,10/05/2016,1,135,0.38,2,5
405,0.76091875271355613,10/05/2016,1,150,0.38,2,5
540,0.81629941005183748,10/05/2016,1,200,0.38,2,5
251,0.66412761311133017,11/05/2016,1,100,0.41,3,5
337,0.73156222289101847,11/05/2016,1,135,0.41,3,5
375,0.77257501842092302,11/05/2016,1,150,0.41,3,5
501,0.82702384962330333,11/05/2016,1,200,0.41,3,5
264,0.65600733559733915,12/05/2016,1,100,0.39,4,5
355,0.72348000893189257,12/05/2016,1,135,0.39,4,5
394,0.7647666271641288,12/05/2016,1,150,0.39,4,5
526,0.81984075550824864,12/05/2016,1,200,0.39,4,5
257,0.66013703188490458,13/05/2016,1,100,0.4,5,5
346,0.72749627882342371,13/05/2016,1,135,0.4,5,5
384,0.76859753859151581,13/05/2016,1,150,0.4,5,5
513,0.82344631316495787,13/05/2016,1,200,0.4,5,5
278,0.64832622663182804,14/05/2016,1,100,0.37,6,5
374,0.71577603619748542,14/05/2016,1,135,0.37,6,5
416,0.75713735531986592,14/05/2016,1,150,0.37,6,5
555,0.81276078918394878,14/05/2016,1,200,0.37,6,5
251,0.66412761311133017,16/05/2016,1,100,0.41,1,5
337,0.73156222289101847,16/05/2016,1,135,0.41,1,5
375,0.77257501842092302,16/05/2016,1,150,0.41,1,5
501,0.82702384962330333,16/05/2016,1,200,0.41,1,5
278,0.64832622663182804,17/05/2016,1,100,0.37,2,5
374,0.71577603619748542,17/05/2016,1,135,0.37,2,5
416,0.75713735531986592,17/05/2016,1,150,0.37,2,5
555,0.81276078918394878,17/05/2016,1,200,0.37,2,5
270,0.65209820190088119,18/05/2016,1,100,0.38,3,5
364,0.71965888851313364,18/05/2016,1,135,0.38,3,5
405,0.76091875271355613,18/05/2016,1,150,0.38,3,5
540,0.81629941005183748,18/05/2016,1,200,0.38,3,5
270,0.65209820190088119,19/05/2016,1,100,0.38,4,5
364,0.71965888851313364,19/05/2016,1,135,0.38,4,5
405,0.76091875271355613,19/05/2016,1,150,0.38,4,5
540,0.81629941005183748,19/05/2016,1,200,0.38,4,5
264,0.65600733559733915,20/05/2016,1,100,0.39,5,5
355,0.72348000893189257,20/05/2016,1,135,0.39,5,5
394,0.7647666271641288,20/05/2016,1,150,0.39,5,5
526,0.81984075550824864,20/05/2016,1,200,0.39,5,5
264,0.65600733559733915,23/05/2016,1,100,0.39,1,5
355,0.72348000893189257,23/05/2016,1,135,0.39,1,5
394,0.7647666271641288,23/05/2016,1,150,0.39,1,5
